Hand,Neck
7,0
8,24
1,35
14,12
6,28
20,46
0,2
5,14
21,27
24,12
14,11
0,26
0,7
0,32
15,41
19,44
5,3
11,24
11,47
26,18
26,45
14,0
12,34
26,11
10,35
25,42
25,44
15,41
0,35
21,14
7,0
26,45
14,41
14,36
0,44
0,6
13,40
26,29
10,0
0,0
5,0
19,45
15,6
25,7
0,4
1,14
11,43
0,0
14,18
17,0
11,18
19,8
23,12
16,25
0,40
13,21
6,31
21,45
0,15
14,39
0,27
0,39
17,2
20,24
13,40
13,15
8,15
20,17
7,23
10,0
7,11
0,40
26,3
15,8
6,32
0,21
7,16
17,39
1,32
2,42
1,11
13,2
26,36
0,0
21,27
22,22
0,11
14,1
1,7
0,14
3,41
4,32
0,6
19,10
0,8
0,44
0,0
26,46
8,39
13,43
6,21
0,3
15,12
0,11
8,28
8,17
6,0
0,28
24,21
1,13
0,11
13,40
15,0
16,32
0,22
4,12
0,0
3,3
20,33
2,18
17,34
3,45
10,32
0,0
0,7
26,11
3,20
0,12
0,32
0,0
19,2
7,46
16,40
14,19
0,11
20,9
6,7
8,3
1,0
26,37
8,0
8,33
7,0
0,43
1,2
10,0
4,47
18,15
0,15
4,10
23,47
17,0
1,6
20,0
0,0
11,33
0,37
7,37
0,14
0,0
11,0
3,15
10,32
11,21
19,12
0,35
11,5
14,18
0,30
1,41
0,0
2,42
21,35
6,19
16,28
5,27
8,7
8,33
0,28
5,4
0,6
26,0
14,0
16,19
26,0
0,21
0,0
14,5
15,7
26,0
15,2
26,22
4,27
10,8
8,42
0,40
25,42
4,45
19,11
0,37
20,18
20,0
20,12
15,21
20,9
21,11
15,0
0,0
25,21
11,9
20,28
11,18
23,13
0,13
1,44
16,11
21,46
0,37
19,35
14,29
25,34
14,14
1,45
26,0
11,7
21,47
6,42
23,18
0,28
0,32
13,11
20,5
0,36
16,19
0,10
14,9
6,7
20,11
14,16
10,23
20,43
25,34
16,3
0,27
26,35
11,0
0,12
23,25
0,2
7,7
23,5
25,8
14,34
26,12
8,25
0,36
21,2
19,8
7,44
10,0
21,20
6,43
5,23
0,3
1,8
23,9
1,31
5,19
19,14
19,23
14,34
4,15
19,23
21,39
26,14
11,41
11,44
15,1
0,8
26,14
0,16
14,13
1,2
4,28
19,22
19,11
21,2
6,41
0,33
14,39
2,34
26,23
19,15
14,17
0,24
16,10
0,3
0,32
13,45
20,43
1,24
25,30
0,12
17,7
23,11
13,7
6,10
6,16
0,39
4,47
4,39
0,13
4,11
21,0
0,16
14,13
19,24
0,33
7,43
22,0
13,1
0,34
26,29
4,0
17,0
6,37
21,0
8,35
0,0
23,42
21,42
5,37
14,39
0,47
4,7
12,7
2,0
2,21
8,45
0,11
7,35
19,34
0,2
21,0
0,28
13,21
17,28
21,40
20,6
10,41
10,29
0,30
4,40
12,27
26,36
14,35
13,0
1,7
25,0
13,27
0,45
1,37
16,39
11,37
25,34
13,23
0,14
2,4
10,0
20,1
20,41
11,14
16,27
11,20
2,16
21,23
13,8
21,6
5,8
6,28
0,39
8,37
20,28
0,12
13,44
21,9
25,31
5,9
10,7
0,40
4,19
0,9
7,28
13,23
0,0
8,5
13,25
25,27
24,12
7,0
5,6
2,28
13,16
17,33
15,30
15,21
7,5
0,5
25,15
14,14
1,0
5,33
0,14
16,11
0,10
4,16
0,32
3,30
0,7
22,40
0,46
26,28
6,2
0,23
17,11
25,16
8,0
21,1
7,2
23,14
6,33
16,23
5,35
17,32
24,35
8,43
0,6
11,5
0,43
2,47
19,17
19,36
21,24
0,37
19,11
14,18
5,39
3,27
3,10
22,41
25,7
26,36
0,3
0,43
3,43
13,0
7,6
11,31
15,26
1,13
19,42
10,47
14,11
22,6
0,5
18,21
14,30
15,47
4,2
25,28
1,30
0,4
23,43
8,3
0,24
20,30
0,18
19,25
21,42
10,18
3,42
23,7
17,21
26,36
13,16
7,39
4,30
8,20
15,27
0,36
0,11
5,0
25,41
3,14
14,10
6,12
26,14
5,33
26,16
13,1
8,11
13,47
17,2
0,23
10,11
25,22
17,6
3,0
2,12
26,31
7,13
0,4
13,44
16,0
16,30
14,0
15,22
14,32
0,13
8,17
0,24
1,15
6,13
15,10
7,15
0,31
21,22
11,30
1,10
11,18
5,19
20,2
16,34
17,27
0,44
10,15
15,9
26,35
21,33
2,3
19,23
10,38
4,19
19,1
0,28
7,43
0,32
4,40
25,16
10,13
3,21
14,5
11,33
0,0
10,23
2,14
10,5
22,31
26,27
8,10
7,0
7,28
5,0
21,21
5,41
19,8
17,11
16,37
22,11
13,15
26,7
10,22
6,14
15,4
0,24
14,0
0,10
2,39
14,43
15,35
20,4
11,41
0,39
10,39
0,7
20,1
21,18
5,35
0,23
14,35
5,43
7,33
23,13
20,35
4,2
14,45
0,44
0,44
14,42
0,13
0,25
24,6
1,7
11,1
17,31
14,3
10,0
2,18
0,44
18,3
13,28
25,30
7,26
19,33
4,45
22,11
5,10
16,1
13,0
22,45
23,15
19,0
0,12
14,11
0,43
0,8
24,23
26,35
2,9
13,1
20,32
20,10
8,36
19,16
0,2
14,1
19,25
16,12
20,0
11,21
11,28
4,13
26,13
11,13
19,11
0,31
14,29
21,10
0,32
2,16
2,33
6,36
0,44
6,26
2,23
0,36
3,11
0,40
18,10
26,11
25,4
19,8
17,24
0,31
0,19
0,19
15,14
11,24
20,1
8,33
0,9
14,15
8,16
11,37
23,14
0,14
20,32
10,23
23,30
3,45
8,5
7,0
4,11
3,19
7,44
12,21
8,0
15,33
2,37
0,40
7,16
8,28
0,5
17,32
0,37
16,21
18,0
17,18
8,12
8,2
24,0
13,0
11,42
24,28
6,23
26,23
16,14
20,0
9,34
10,30
4,44
1,45
0,19
15,17
11,25
8,45
0,1
5,47
11,41
13,20
26,30
1,44
11,33
13,46
19,27
0,4
1,18
4,12
21,11
25,23
15,27
0,45
15,4
15,4
16,12
14,35
19,40
1,9
17,23
0,14
26,6
0,8
22,4
1,35
7,4
0,44
13,0
2,40
8,5
10,3
26,43
0,39
0,41
26,25
18,0
1,45
0,11
13,11
26,9
7,28
26,47
14,0
2,44
0,37
3,23
14,18
20,32
0,3
0,32
26,27
0,32
4,25
11,38
18,5
11,35
14,35
25,1
15,18
8,36
14,45
2,32
0,26
19,40
21,15
0,39
5,24
11,29
19,20
16,4
0,1
10,11
26,7
16,43
8,1
4,35
5,16
8,31
0,1
26,7
10,0
0,35
0,12
26,11
21,1
0,0
13,35
0,19
7,35
14,10
12,8
13,44
25,25
26,30
21,28
16,14
25,18
17,0
8,11
22,17
7,6
5,16
1,25
11,11
19,31
19,34
7,6
0,13
15,47
5,0
0,0
0,22
0,21
0,13
0,11
16,4
20,44
26,36
0,19
4,23
25,2
26,33
0,47
26,5
19,1
9,0
20,27
0,45
0,11
5,0
18,40
26,5
3,4
0,36
8,24
22,30
2,32
0,23
14,3
10,33
25,5
26,33
8,6
19,6
10,43
1,38
0,43
21,35
6,35
0,25
17,42
21,3
25,0
8,18
14,9
14,36
21,24
5,39
23,15
19,35
0,10
10,46
5,36
19,11
3,35
20,34
15,36
2,30
26,13
19,28
17,0
10,25
7,32
0,35
25,38
5,23
4,42
18,25
17,30
0,47
23,35
0,27
14,3
21,2
14,32
7,35
4,11
10,0
8,17
26,11
26,30
2,23
26,9
0,13
15,42
6,3
17,25
8,34
4,41
10,29
26,6
15,9
11,0
2,33
14,6
17,47
0,0
0,27
0,18
4,0
0,16
4,19
7,16
13,0
5,10
11,11
15,9
11,46
0,0
0,0
14,19
20,28
17,2
0,25
8,43
0,11
5,3
0,34
7,31
8,6
20,9
8,47
21,7
0,37
13,0
6,16
0,0
3,0
10,27
25,33
5,30
21,22
0,9
0,35
5,23
7,0
0,9
25,25
2,29
17,11
8,0
7,7
20,22
0,5
7,0
0,14
20,0
10,0
0,31
0,12
0,24
0,0
22,11
2,31
2,39
17,3
8,7
0,26
19,43
4,20
5,33
19,43
4,25
24,25
5,33
15,6
13,39
15,31
0,14
1,10
0,0
0,34
15,0
14,0
10,32
19,0
0,8
9,24
0,2
11,28
15,19
13,14
14,4
1,46
15,8
25,11
0,20
0,0
3,26
0,23
0,28
5,13
21,11
5,35
0,31
19,30
5,14
10,11
0,11
0,6
4,8
0,44
0,19
13,33
16,10
2,12
0,5
26,44
26,39
14,38
4,0
0,28
14,36
10,0
20,28
16,20
7,22
25,24
0,6
0,14
15,6
8,30
26,16
2,46
6,11
0,5
20,6
0,5
25,25
3,41
8,0
0,35
13,23
0,29
4,18
4,46
24,1
26,0
11,30
0,40
14,23
0,46
20,37
20,17
7,31
0,22
17,13
19,44
15,18
26,0
3,22
15,5
13,32
13,39
13,31
13,27
21,0
26,37
1,11
8,30
0,40
0,6
15,4
13,13
19,47
17,21
6,6
15,44
0,0
3,35
23,40
11,0
20,9
0,28
0,0
0,37
21,44
13,16
21,7
26,2
15,42
25,0
9,45
5,19
0,36
0,2
13,5
4,28
0,25
5,40
0,13
21,37
0,40
21,11
6,19
0,12
3,23
8,27
15,47
19,0
14,46
20,39
1,31
19,41
1,21
11,9
0,39
25,42
22,30
13,33
26,24
26,8
5,24
7,37
23,1
23,36
8,11
21,9
17,0
25,2
8,46
15,11
23,30
26,22
23,45
13,31
0,34
3,39
15,34
20,37
0,16
11,6
26,14
15,36
4,15
23,4
13,47
4,1
0,10
19,41
6,3
12,35
8,41
16,17
10,0
4,35
19,4
25,30
19,5
0,13
0,32
1,9
0,0
2,18
7,43
19,37
2,30
25,31
14,43
0,34
0,8
24,15
20,27
4,11
15,9
0,14
5,11
13,3
26,36
26,26
3,31
17,3
2,25
26,11
0,33
10,10
5,31
15,10
16,33
0,31
25,35
0,46
11,38
8,34
20,23
18,24
19,45
14,8
14,33
25,0
2,11
0,25
13,38
8,0
18,8
4,17
20,26
5,18
15,47
0,17
23,43
8,31
0,45
15,11
21,11
16,33
22,12
0,32
17,34
15,36
0,34
10,25
1,44
0,33
26,37
10,12
16,14
0,19
17,43
20,36
10,0
25,18
10,25
0,24
0,35
7,4
4,0
10,8
5,11
14,6
13,2
16,40
8,31
18,15
17,3
0,8
15,10
10,18
10,14
2,21
0,40
1,37
4,14
0,26
3,16
5,15
20,27
13,23
6,44
9,24
0,17
2,45
15,0
4,46
23,44
19,34
19,33
8,13
21,7
26,35
21,18
0,38
26,11
16,5
0,11
1,5
21,1
24,5
13,11
10,16
21,10
15,21
13,3
13,46
20,0
26,47
5,34
0,47
9,35
6,20
0,0
0,1
17,31
18,11
2,37
14,9
0,40
0,31
0,4
0,6
26,31
2,24
0,32
11,1
1,18
22,15
25,45
2,45
0,10
26,24
26,15
14,12
13,34
3,14
6,0
12,16
8,11
4,11
0,9
21,22
25,31
0,45
19,0
26,31
11,10
21,8
10,26
26,7
6,0
0,32
21,6
18,43
5,12
0,34
17,42
8,8
5,27
13,12
0,0
21,36
7,5
4,11
8,28
7,44
22,44
0,40
9,38
17,44
1,0
0,33
5,18
20,4
0,20
0,2
15,18
5,4
8,11
0,38
2,4
26,47
0,25
0,36
0,25
19,11
0,27
18,0
8,0
6,35
8,31
7,44
14,1
0,46
15,2
0,6
11,2
0,2
10,13
0,27
5,21
0,9
20,23
15,3
15,0
17,9
25,14
0,0
9,16
2,4
4,13
26,39
25,3
0,37
20,0
0,47
21,36
23,35
25,0
17,37
0,9
15,1
22,41
8,29
25,34
20,44
2,11
0,0
13,0
8,16
1,2
22,32
17,0
5,42
0,0
0,7
10,26
2,33
21,19
1,42
13,13
1,44
14,1
5,40
5,11
11,19
5,7
5,18
23,11
13,36
2,40
5,23
20,32
26,11
5,11
21,29
13,33
5,24
15,36
15,17
23,32
0,14
25,31
26,12
8,8
13,26
0,31
20,11
8,0
5,6
0,41
21,42
0,22
0,21
0,19
4,0
8,40
0,43
14,25
11,32
0,39
11,10
18,47
16,24
0,8
5,44
25,32
8,27
26,15
13,44
26,14
0,33
17,7
25,30
23,5
19,11
6,14
0,25
13,0
2,22
20,36
11,44
21,21
13,1
0,11
11,23
25,14
15,36
0,4
19,25
1,12
10,23
0,23
26,32
19,23
1,28
0,28
0,5
22,32
4,7
26,39
14,15
15,17
21,30
20,35
0,37
17,46
0,47
24,1
12,47
25,20
11,6
0,5
0,23
13,46
0,31
26,0
0,14
0,40
13,43
11,12
13,18
4,17
13,24
22,11
2,0
19,0
0,39
17,11
4,18
17,39
3,9
19,18
2,9
25,23
16,43
25,35
7,12
5,18
4,38
15,9
12,13
8,0
14,10
19,25
0,28
26,0
26,39
26,21
10,13
10,0
0,14
25,42
0,45
4,29
26,3
0,0
0,0
2,47
0,14
8,45
11,11
17,16
20,1
10,36
8,11
0,12
1,1
14,21
13,41
15,36
26,24
0,0
20,11
8,1
11,0
21,35
24,33
15,9
25,25
17,14
16,33
2,23
26,18
2,0
0,15
5,0
4,14
25,21
5,33
17,4
25,5
8,32
10,46
8,13
26,0
18,36
4,1
0,1
1,45
11,37
8,0
16,45
20,9
4,21
24,9
10,18
0,0
16,0
20,8
2,23
0,3
11,21
20,28
17,5
22,11
0,31
6,9
6,27
17,12
26,0
18,7
23,24
11,2
0,19
0,10
8,16
0,1
19,2
10,4
25,37
26,18
26,31
0,0
4,32
26,11
25,3
25,4
0,47
26,39
0,6
12,0
7,1
17,25
0,5
6,11
7,25
0,24
0,0
25,12
26,10
4,45
8,11
0,44
25,24
18,13
4,7
21,37
4,33
5,18
0,14
18,12
14,27
1,21
16,3
0,36
21,41
8,11
5,0
3,14
14,24
0,45
11,37
8,7
25,30
11,40
5,0
0,36
26,11
13,30
7,2
9,22
15,28
14,8
4,45
26,20
5,36
17,14
0,4
8,4
0,25
4,25
0,31
0,11
15,16
4,2
5,5
25,31
4,24
0,0
7,0
0,1
1,47
26,5
0,37
15,0
21,5
26,8
21,23
17,26
14,35
8,28
0,8
6,27
20,15
0,37
11,0
14,34
6,8
13,24
16,16
0,4
0,42
0,11
6,4
17,0
8,17
9,41
0,17
20,33
15,36
25,7
21,24
0,3
26,14
26,40
26,30
8,45
26,20
19,23
12,0
5,13
19,26
26,41
0,0
16,40
7,0
16,8
0,0
17,35
0,33
7,24
8,22
0,7
9,45
4,2
8,24
12,39
3,6
17,11
0,4
10,1
14,10
10,38
1,38
0,40
21,8
26,33
0,8
2,39
20,24
8,23
15,39
0,9
11,2
3,0
12,10
11,14
13,28
25,1
0,37
20,33
3,9
0,46
25,43
20,7
2,27
20,42
0,20
21,39
25,3
0,32
14,39
15,32
4,34
15,39
0,13
5,31
8,2
6,37
4,0
11,43
17,32
20,14
0,14
8,12
8,8
25,14
0,18
11,28
14,15
19,3
0,0
0,9
8,35
25,28
0,6
14,12
4,39
6,12
15,40
15,28
0,26
10,9
13,2
25,0
0,5
15,37
15,47
26,7
1,6
0,11
0,20
26,33
0,10
6,13
0,0
21,23
5,32
0,5
9,29
14,35
19,28
5,6
13,30
4,42
17,17
0,14
11,39
0,0
0,25
12,11
21,45
0,6
10,34
9,11
25,0
4,14
17,32
20,12
15,11
21,33
0,17
7,11
0,0
6,0
5,27
2,6
1,13
20,20
0,39
4,14
11,5
21,21
20,47
7,0
2,10
0,42
0,25
21,11
16,0
5,19
17,24
17,9
21,38
15,11
0,11
25,2
20,19
21,37
15,0
26,0
10,40
23,10
0,0
0,38
3,0
26,16
0,44
0,47
8,28
0,35
11,47
10,44
0,32
1,0
1,12
8,45
0,21
14,9
13,37
0,26
14,24
23,45
10,27
26,43
0,43
8,0
25,5
25,31
0,32
19,31
10,36
0,26
8,8
7,9
13,38
4,13
19,14
13,16
19,9
4,23
4,40
5,47
15,16
19,39
0,0
0,40
10,30
0,11
1,10
0,45
8,23
0,5
0,8
7,12
17,40
19,11
0,27
7,0
2,11
10,43
16,18
8,28
0,47
6,0
26,40
17,37
4,43
8,0
4,30
10,7
1,10
2,0
0,34
26,21
0,36
25,32
15,27
21,24
0,0
17,36
10,11
26,38
26,34
17,0
16,0
0,0
0,9
15,5
17,35
17,22
0,45
7,20
17,1
5,0
6,37
14,31
19,8
26,0
25,33
0,0
8,0
5,0
26,12
15,26
4,31
0,31
17,0
0,15
0,26
17,0
11,47
0,6
0,10
12,31
12,7
20,13
25,43
5,20
0,23
7,30
0,41
10,1
13,34
8,34
0,24
0,11
20,2
8,47
10,1
4,45
10,15
0,15
26,13
8,1
0,32
16,36
26,0
16,2
0,33
11,12
0,15
17,41
19,35
14,18
0,22
1,3
26,19
2,33
0,27
0,14
20,36
19,32
6,15
7,3
13,44
11,3
17,33
10,38
11,6
5,46
10,15
0,46
9,18
0,35
7,40
16,40
7,15
11,2
26,34
20,1
0,47
0,0
2,0
26,10
14,8
15,30
16,6
24,2
0,36
20,13
19,36
16,0
15,34
10,14
11,2
21,16
21,20
0,11
10,12
0,18
0,0
13,3
26,23
18,37
0,0
23,43
1,43
7,11
1,20
13,29
1,9
8,46
26,12
10,40
25,43
26,8
24,15
15,0
6,43
4,27
2,21
0,37
13,27
2,18
23,42
0,41
10,0
3,6
4,16
5,5
11,0
3,44
5,19
14,13
8,16
0,11
7,0
25,35
5,11
2,31
8,8
5,44
19,25
10,31
0,32
0,39
20,27
8,1
21,11
0,27
8,41
13,3
2,0
26,30
3,44
26,11
17,36
19,25
0,31
1,40
20,29
0,26
15,33
25,30
19,14
8,47
6,5
26,0
21,39
0,14
0,18
0,29
7,5
17,27
0,19
11,2
10,2
21,10
9,7
16,1
0,3
16,2
0,17
6,3
0,11
1,25
3,10
2,13
7,1
8,17
14,28
20,36
15,33
2,0
7,0
11,22
25,26
4,22
6,11
17,40
23,34
11,16
7,38
25,30
0,31
16,0
21,33
1,21
20,2
0,39
0,0
17,32
4,28
0,31
0,21
4,45
7,7
2,27
9,39
12,8
23,42
25,11
0,21
7,14
16,0
2,32
0,43
1,5
10,0
0,4
11,21
20,22
0,1
0,23
8,25
4,19
23,0
8,30
6,8
13,21
25,0
2,45
22,34
0,8
11,11
0,45
6,11
23,10
0,39
8,43
0,1
12,34
4,35
21,44
11,21
8,34
4,39
0,45
10,0
0,29
0,11
10,11
7,7
25,2
5,12
4,44
19,13
26,5
0,11
20,40
5,38
7,5
17,27
0,7
14,9
23,31
0,4
7,25
3,0
7,36
10,43
13,2
5,35
24,27
16,10
20,32
0,11
0,14
14,9
24,10
11,10
25,27
0,44
23,2
23,37
26,30
0,14
0,34
15,11
0,6
23,32
0,31
5,0
11,18
0,47
5,42
0,16
0,19
17,0
0,45
7,14
7,25
7,11
1,11
24,29
17,11
7,19
18,47
0,0
15,12
2,1
16,43
0,7
0,45
0,33
0,6
17,45
25,0
26,6
0,37
19,0
0,28
0,15
0,0
26,4
2,18
0,7
25,42
6,23
19,3
11,23
25,40
4,31
26,0
11,24
26,10
7,41
15,5
22,9
3,15
14,38
0,1
21,10
4,41
2,14
6,39
8,10
19,38
10,4
16,5
25,0
5,0
0,30
10,2
11,23
1,8
19,15
18,26
19,41
11,9
26,25
10,0
0,11
9,6
15,31
7,36
26,12
25,16
8,33
11,8
10,16
19,17
0,6
14,0
6,0
25,41
25,39
25,29
26,13
1,10
24,26
0,5
14,5
16,38
20,2
6,46
11,0
20,0
0,2
15,41
0,2
0,33
0,29
4,24
15,20
0,45
0,39
0,34
13,36
5,13
0,25
15,19
14,43
9,22
12,33
0,24
25,0
26,43
20,26
20,6
0,30
26,39
15,37
0,14
19,5
0,11
0,47
20,24
17,13
19,1
23,5
18,16
0,21
0,21
23,16
0,10
20,40
1,42
3,34
0,17
19,23
0,35
13,41
22,42
26,11
7,41
0,8
0,0
1,30
20,19
21,30
10,16
18,29
0,5
19,7
12,44
3,32
0,15
24,23
16,15
14,4
8,10
20,32
20,29
2,41
21,40
21,33
2,24
5,20
17,36
21,26
15,10
17,0
21,0
23,3
0,25
2,9
25,34
19,11
8,7
25,29
25,19
20,0
5,33
7,37
2,11
5,0
0,44
16,11
21,21
16,11
4,0
4,14
0,47
14,15
5,0
0,11
13,19
22,22
0,41
20,33
5,11
19,1
25,31
22,39
1,22
25,19
17,28
10,35
25,47
1,0
0,4
13,0
8,2
21,28
26,34
0,15
0,19
14,19
13,20
12,30
0,13
14,41
15,0
1,12
21,32
0,36
14,13
0,26
0,14
17,37
10,19
26,0
8,19
12,38
26,34
25,3
4,2
0,12
21,24
10,1
0,20
4,37
21,19
23,13
19,27
0,28
2,23
1,0
4,45
4,12
14,42
4,10
26,43
25,26
3,14
9,13
8,35
0,13
1,7
6,18
14,36
21,0
25,1
26,7
16,28
7,24
8,1
14,38
0,23
0,14
14,11
5,35
5,25
14,22
0,39
14,9
0,20
15,46
2,0
14,31
17,17
11,32
14,0
6,0
0,36
15,0
1,6
4,41
5,40
10,37
26,8
0,36
0,43
14,9
0,45
17,24
19,19
8,20
11,14
19,15
26,3
23,18
18,39
21,45
0,0
0,40
14,25
1,5
13,21
10,37
5,13
3,23
15,39
0,7
0,12
1,15
19,41
25,28
5,3
5,40
0,13
5,39
26,27
24,0
0,46
4,44
0,17
7,19
23,14
10,47
17,22
8,7
0,47
19,25
21,47
17,35
0,12
1,44
0,7
0,3
1,27
17,4
2,3
10,20
1,32
26,13
17,12
15,1
26,10
19,10
0,41
8,27
20,34
0,35
20,41
26,0
14,43
21,0
0,32
4,31
24,0
20,31
16,31
11,23
10,44
4,4
20,5
4,14
17,46
0,18
21,27
25,23
0,42
17,11
11,23
8,18
21,34
13,19
26,19
26,25
0,18
0,47
10,26
14,36
3,35
8,31
20,3
25,22
0,5
0,42
8,43
3,45
9,32
21,4
14,0
2,3
10,9
14,36
2,7
0,31
6,11
0,2
17,0
8,41
1,29
7,24
10,40
0,7
0,13
0,21
20,22
8,18
16,17
3,5
19,0
8,31
1,10
7,0
12,0
15,11
26,14
21,23
0,18
21,28
26,42
0,45
5,0
8,5
19,44
13,24
17,0
0,33
1,15
2,11
4,24
8,0
26,0
8,23
23,37
10,32
15,25
3,17
15,6
0,4
11,8
7,21
0,11
0,44
11,21
25,5
11,0
0,0
4,0
0,9
25,36
26,13
0,45
6,0
2,18
8,4
21,27
13,6
23,30
26,18
0,34
0,35
14,7
7,2
8,45
21,38
19,41
18,15
5,15
10,35
5,20
9,36
13,3
8,10
15,34
4,30
2,29
14,5
17,37
2,45
26,0
5,29
5,41
12,24
0,36
21,45
23,5
0,26
10,0
17,39
15,25
0,30
8,0
0,8
4,15
26,28
0,36
0,33
21,18
11,24
13,2
3,2
6,41
21,11
14,33
17,24
0,18
2,35
26,3
8,27
0,28
26,44
17,24
16,8
0,21
5,27
4,10
22,6
0,14
22,10
0,40
7,14
4,33
7,34
6,13
11,15
6,11
20,20
0,28
0,17
1,29
4,10
22,39
0,15
14,28
17,44
0,13
26,35
0,13
0,26
0,16
13,0
0,21
1,45
9,0
13,15
17,6
3,24
25,0
14,16
8,0
0,47
17,20
25,37
0,37
21,14
5,9
0,0
0,28
0,11
21,28
14,36
2,38
13,0
1,38
0,16
21,0
0,10
4,28
18,0
11,23
26,15
1,29
21,1
6,39
1,0
23,27
0,6
25,47
0,23
7,0
20,33
11,21
10,15
0,38
0,28
10,0
4,21
18,9
8,0
15,12
10,37
0,11
20,33
20,0
11,44
10,2
19,18
2,11
3,15
0,3
6,2
23,25
20,30
1,1
1,10
0,0
11,12
17,0
0,3
18,38
24,0
15,19
6,18
10,10
26,18
3,9
0,3
20,1
8,0
23,19
5,10
10,37
20,32
0,4
0,31
25,44
17,31
9,9
1,47
1,19
6,21
10,6
25,32
23,34
5,14
26,40
0,43
4,47
1,4
0,14
10,0
25,0
25,47
17,40
12,23
4,25
8,41
8,19
8,47
0,39
14,2
8,0
0,37
17,0
20,44
10,16
23,31
11,18
2,30
14,40
7,9
7,14
21,1
0,18
4,14
2,33
22,38
13,2
4,11
9,39
20,23
23,46
25,27
8,34
25,6
14,41
13,34
20,31
0,38
19,18
14,43
8,46
26,6
13,37
0,1
0,29
0,30
0,39
1,31
18,25
23,37
0,38
3,0
1,44
21,0
8,34
10,21
15,0
26,9
26,4
5,37
