,Body,name,score,Hand,name,score,Skin,name,score
856,3,ss,92796.8,4,lks,92796.8,0,qqw,93784.0
857,4,sss,82357.16,4,lks,92796.8,0,qqw,93784.0
858,3,ss,92796.8,2,ba,86997.0,2,qwq,87922.5
859,4,sss,82357.16,3,dda,98596.6,3,qqi,87922.5
860,0,a,92796.8,4,lks,92796.8,3,qqi,87922.5
861,4,sss,82357.16,2,ba,86997.0,3,qqi,87922.5
862,5,lsad,104396.4,2,ba,86997.0,3,qqi,87922.5
863,4,sss,82357.16,0,an,92796.8,4,qoq,93784.0
864,4,sss,82357.16,5,x,104396.4,2,qwq,87922.5
865,4,sss,82357.16,2,ba,86997.0,4,qoq,93784.0
866,3,ss,92796.8,0,an,92796.8,4,qoq,93784.0
867,3,ss,92796.8,3,dda,98596.6,2,qwq,87922.5
868,2,dd,92796.8,4,lks,92796.8,0,qqw,93784.0
869,0,a,92796.8,2,ba,86997.0,3,qqi,87922.5
870,2,dd,92796.8,3,dda,98596.6,3,qqi,87922.5
871,4,sss,82357.16,1,ca,104396.4,4,qoq,93784.0
872,4,sss,82357.16,3,dda,98596.6,3,qqi,87922.5
873,5,lsad,104396.4,4,lks,92796.8,3,qqi,87922.5
874,2,dd,92796.8,0,an,92796.8,4,qoq,93784.0
875,4,sss,82357.16,3,dda,98596.6,0,qqw,93784.0
876,3,ss,92796.8,4,lks,92796.8,3,qqi,87922.5
877,5,lsad,104396.4,4,lks,92796.8,3,qqi,87922.5
878,2,dd,92796.8,0,an,92796.8,0,qqw,93784.0
879,2,dd,92796.8,4,lks,92796.8,2,qwq,87922.5
880,0,a,92796.8,2,ba,86997.0,0,qqw,93784.0
881,2,dd,92796.8,3,dda,98596.6,0,qqw,93784.0
882,2,dd,92796.8,2,ba,86997.0,3,qqi,87922.5
883,3,ss,92796.8,4,lks,92796.8,0,qqw,93784.0
884,2,dd,92796.8,2,ba,86997.0,0,qqw,93784.0
885,5,lsad,104396.4,2,ba,86997.0,1,qxq,105507.0
886,2,dd,92796.8,3,dda,98596.6,2,qwq,87922.5
887,0,a,92796.8,1,ca,104396.4,2,qwq,87922.5
888,5,lsad,104396.4,3,dda,98596.6,4,qoq,93784.0
889,2,dd,92796.8,0,an,92796.8,0,qqw,93784.0
890,4,sss,82357.16,2,ba,86997.0,0,qqw,93784.0
891,4,sss,82357.16,1,ca,104396.4,2,qwq,87922.5
892,0,a,92796.8,0,an,92796.8,2,qwq,87922.5
893,2,dd,92796.8,3,dda,98596.6,0,qqw,93784.0
894,4,sss,82357.16,5,x,104396.4,0,qqw,93784.0
895,4,sss,82357.16,0,an,92796.8,3,qqi,87922.5
896,3,ss,92796.8,1,ca,104396.4,2,qwq,87922.5
897,4,sss,82357.16,5,x,104396.4,2,qwq,87922.5
898,4,sss,82357.16,0,an,92796.8,3,qqi,87922.5
899,4,sss,82357.16,2,ba,86997.0,3,qqi,87922.5
900,2,dd,92796.8,5,x,104396.4,3,qqi,87922.5
901,5,lsad,104396.4,3,dda,98596.6,2,qwq,87922.5
902,4,sss,82357.16,3,dda,98596.6,2,qwq,87922.5
903,3,ss,92796.8,2,ba,86997.0,1,qxq,105507.0
904,4,sss,82357.16,3,dda,98596.6,0,qqw,93784.0
905,0,a,92796.8,2,ba,86997.0,4,qoq,93784.0
906,4,sss,82357.16,0,an,92796.8,3,qqi,87922.5
907,2,dd,92796.8,4,lks,92796.8,3,qqi,87922.5
908,2,dd,92796.8,5,x,104396.4,2,qwq,87922.5
909,0,a,92796.8,1,ca,104396.4,2,qwq,87922.5
910,3,ss,92796.8,4,lks,92796.8,2,qwq,87922.5
911,3,ss,92796.8,2,ba,86997.0,3,qqi,87922.5
912,4,sss,82357.16,1,ca,104396.4,3,qqi,87922.5
913,2,dd,92796.8,2,ba,86997.0,3,qqi,87922.5
914,4,sss,82357.16,2,ba,86997.0,2,qwq,87922.5
915,3,ss,92796.8,0,an,92796.8,3,qqi,87922.5
916,0,a,92796.8,2,ba,86997.0,2,qwq,87922.5
917,4,sss,82357.16,2,ba,86997.0,0,qqw,93784.0
918,4,sss,82357.16,4,lks,92796.8,0,qqw,93784.0
919,2,dd,92796.8,4,lks,92796.8,3,qqi,87922.5
920,0,a,92796.8,2,ba,86997.0,0,qqw,93784.0
921,0,a,92796.8,4,lks,92796.8,0,qqw,93784.0
922,5,lsad,104396.4,4,lks,92796.8,4,qoq,93784.0
923,4,sss,82357.16,4,lks,92796.8,4,qoq,93784.0
924,2,dd,92796.8,2,ba,86997.0,2,qwq,87922.5
925,5,lsad,104396.4,5,x,104396.4,1,qxq,105507.0
926,4,sss,82357.16,3,dda,98596.6,3,qqi,87922.5
927,3,ss,92796.8,5,x,104396.4,2,qwq,87922.5
928,4,sss,82357.16,5,x,104396.4,1,qxq,105507.0
929,0,a,92796.8,4,lks,92796.8,2,qwq,87922.5
930,0,a,92796.8,2,ba,86997.0,2,qwq,87922.5
931,4,sss,82357.16,5,x,104396.4,1,qxq,105507.0
932,3,ss,92796.8,2,ba,86997.0,0,qqw,93784.0
933,3,ss,92796.8,2,ba,86997.0,2,qwq,87922.5
934,0,a,92796.8,0,an,92796.8,0,qqw,93784.0
935,5,lsad,104396.4,4,lks,92796.8,2,qwq,87922.5
936,4,sss,82357.16,2,ba,86997.0,0,qqw,93784.0
937,0,a,92796.8,3,dda,98596.6,4,qoq,93784.0
938,0,a,92796.8,2,ba,86997.0,4,qoq,93784.0
939,4,sss,82357.16,2,ba,86997.0,3,qqi,87922.5
940,0,a,92796.8,1,ca,104396.4,0,qqw,93784.0
941,4,sss,82357.16,2,ba,86997.0,4,qoq,93784.0
942,2,dd,92796.8,1,ca,104396.4,3,qqi,87922.5
943,3,ss,92796.8,4,lks,92796.8,2,qwq,87922.5
944,3,ss,92796.8,4,lks,92796.8,3,qqi,87922.5
945,4,sss,82357.16,3,dda,98596.6,1,qxq,105507.0
946,0,a,92796.8,2,ba,86997.0,0,qqw,93784.0
947,3,ss,92796.8,3,dda,98596.6,0,qqw,93784.0
948,4,sss,82357.16,5,x,104396.4,4,qoq,93784.0
949,3,ss,92796.8,5,x,104396.4,2,qwq,87922.5
950,4,sss,82357.16,3,dda,98596.6,4,qoq,93784.0
951,2,dd,92796.8,4,lks,92796.8,2,qwq,87922.5
952,3,ss,92796.8,1,ca,104396.4,4,qoq,93784.0
953,3,ss,92796.8,2,ba,86997.0,2,qwq,87922.5
954,5,lsad,104396.4,5,x,104396.4,4,qoq,93784.0
955,3,ss,92796.8,4,lks,92796.8,1,qxq,105507.0
956,4,sss,82357.16,1,ca,104396.4,2,qwq,87922.5
957,0,a,92796.8,0,an,92796.8,0,qqw,93784.0
958,4,sss,82357.16,2,ba,86997.0,4,qoq,93784.0
959,0,a,92796.8,3,dda,98596.6,3,qqi,87922.5
960,4,sss,82357.16,2,ba,86997.0,3,qqi,87922.5
961,5,lsad,104396.4,2,ba,86997.0,4,qoq,93784.0
962,2,dd,92796.8,4,lks,92796.8,2,qwq,87922.5
963,3,ss,92796.8,2,ba,86997.0,2,qwq,87922.5
964,3,ss,92796.8,0,an,92796.8,2,qwq,87922.5
965,3,ss,92796.8,0,an,92796.8,4,qoq,93784.0
966,5,lsad,104396.4,5,x,104396.4,0,qqw,93784.0
967,4,sss,82357.16,3,dda,98596.6,4,qoq,93784.0
968,4,sss,82357.16,0,an,92796.8,1,qxq,105507.0
969,3,ss,92796.8,4,lks,92796.8,0,qqw,93784.0
970,3,ss,92796.8,2,ba,86997.0,4,qoq,93784.0
971,5,lsad,104396.4,2,ba,86997.0,4,qoq,93784.0
972,4,sss,82357.16,2,ba,86997.0,3,qqi,87922.5
973,3,ss,92796.8,0,an,92796.8,2,qwq,87922.5
974,0,a,92796.8,3,dda,98596.6,4,qoq,93784.0
975,4,sss,82357.16,2,ba,86997.0,4,qoq,93784.0
976,4,sss,82357.16,2,ba,86997.0,4,qoq,93784.0
977,3,ss,92796.8,0,an,92796.8,3,qqi,87922.5
978,4,sss,82357.16,1,ca,104396.4,1,qxq,105507.0
979,4,sss,82357.16,3,dda,98596.6,3,qqi,87922.5
980,3,ss,92796.8,4,lks,92796.8,3,qqi,87922.5
981,2,dd,92796.8,2,ba,86997.0,1,qxq,105507.0
982,3,ss,92796.8,3,dda,98596.6,4,qoq,93784.0
983,4,sss,82357.16,3,dda,98596.6,3,qqi,87922.5
984,0,a,92796.8,4,lks,92796.8,3,qqi,87922.5
985,2,dd,92796.8,0,an,92796.8,3,qqi,87922.5
986,2,dd,92796.8,1,ca,104396.4,1,qxq,105507.0
987,3,ss,92796.8,5,x,104396.4,2,qwq,87922.5
988,4,sss,82357.16,2,ba,86997.0,0,qqw,93784.0
989,2,dd,92796.8,5,x,104396.4,0,qqw,93784.0
990,2,dd,92796.8,3,dda,98596.6,3,qqi,87922.5
991,4,sss,82357.16,5,x,104396.4,3,qqi,87922.5
992,1,v,114836.04,0,an,92796.8,4,qoq,93784.0
993,4,sss,82357.16,0,an,92796.8,0,qqw,93784.0
994,2,dd,92796.8,0,an,92796.8,2,qwq,87922.5
995,0,a,92796.8,0,an,92796.8,3,qqi,87922.5
996,4,sss,82357.16,5,x,104396.4,1,qxq,105507.0
997,0,a,92796.8,0,an,92796.8,4,qoq,93784.0
998,0,a,92796.8,0,an,92796.8,2,qwq,87922.5
999,3,ss,92796.8,0,an,92796.8,4,qoq,93784.0
