Hand,Neck
10,28
0,29
16,45
6,7
8,21
19,0
2,0
17,10
15,11
23,3
13,11
10,11
17,8
0,18
19,44
15,4
4,24
0,33
0,38
15,17
4,11
25,33
11,13
0,33
2,33
22,32
11,0
6,14
24,29
16,27
1,5
1,41
26,29
17,30
1,37
3,41
25,25
13,37
26,0
4,10
2,39
7,3
0,27
0,11
24,5
14,18
14,11
15,15
6,44
15,23
8,47
4,0
13,9
21,35
2,16
26,7
2,33
3,46
4,18
3,39
1,27
11,28
21,13
14,0
26,11
26,14
25,19
16,15
15,37
0,8
13,11
25,35
6,12
26,47
4,6
5,0
0,42
17,3
7,40
17,34
0,2
19,4
6,41
8,0
0,5
15,33
26,0
6,5
25,21
25,18
25,39
21,22
13,31
20,23
11,10
24,8
1,40
2,0
0,42
15,30
0,24
2,26
26,2
7,24
9,25
4,23
25,0
0,4
0,23
22,4
5,24
8,1
26,5
4,41
19,30
17,19
0,47
17,0
23,0
26,10
0,0
21,11
26,27
0,14
13,0
1,47
8,41
8,0
0,47
21,40
2,47
0,47
11,28
19,13
8,1
14,11
1,1
7,19
8,2
26,39
26,32
0,7
26,35
10,0
4,12
26,19
14,0
0,0
3,0
21,39
0,45
16,28
19,0
21,0
8,27
8,6
10,43
18,14
6,32
0,0
25,27
13,10
14,7
14,23
20,25
5,31
21,32
1,24
26,25
23,9
14,13
26,30
14,11
4,11
13,38
5,37
16,9
0,1
14,32
0,5
13,39
20,43
12,18
21,24
8,36
9,15
14,19
18,7
11,35
16,43
1,12
4,43
7,5
19,46
0,39
26,31
8,43
23,45
0,20
26,21
20,35
0,7
17,5
4,45
20,9
21,12
7,7
5,34
26,31
14,12
10,33
6,3
0,1
7,19
15,43
0,2
5,12
11,17
0,46
15,0
5,0
23,6
5,11
13,9
7,15
25,19
8,45
8,0
0,47
0,22
15,7
0,40
0,4
9,3
14,16
26,43
10,8
2,33
15,25
4,8
20,43
1,18
6,47
15,25
19,10
18,17
7,9
0,17
17,0
23,24
0,45
0,26
11,30
0,30
8,0
3,28
0,41
18,27
5,31
17,35
8,30
5,0
7,3
3,11
20,14
13,26
21,20
10,2
0,27
10,6
0,5
21,20
4,18
0,0
10,10
26,8
26,11
26,14
26,35
25,6
0,14
0,7
2,11
15,43
16,0
26,12
15,19
4,23
7,42
22,8
25,7
8,13
24,35
6,12
6,33
7,44
14,41
21,19
0,37
7,30
25,11
17,13
17,11
0,30
2,35
22,36
21,10
8,44
16,35
13,1
8,33
19,21
23,28
0,6
14,0
11,14
0,37
7,32
8,11
13,43
26,46
25,5
14,13
8,10
1,24
1,22
17,27
21,35
1,4
13,21
21,7
16,1
21,0
2,4
0,2
4,0
0,0
17,15
8,28
25,20
16,36
21,0
5,6
0,37
19,47
26,5
13,3
25,32
0,45
23,37
15,9
0,36
13,20
24,46
25,0
1,32
24,0
5,1
26,44
26,5
1,20
5,37
5,41
20,24
7,33
14,4
0,6
4,5
0,34
0,11
8,6
6,36
0,36
0,27
2,12
5,9
4,21
26,36
4,14
10,36
21,12
6,31
26,15
0,11
4,25
5,0
26,0
13,12
6,24
0,14
9,13
2,21
0,25
0,22
2,0
0,2
11,3
8,45
10,34
0,14
26,42
6,8
11,31
4,46
0,5
0,25
0,47
0,19
7,41
0,41
25,40
4,2
4,26
4,10
0,6
26,45
7,27
0,4
8,30
4,46
1,33
0,0
7,6
0,11
0,9
8,43
4,33
0,32
5,8
15,34
0,13
0,6
25,1
2,7
22,24
6,10
13,33
6,27
21,36
13,44
10,0
2,1
18,0
0,6
6,14
12,17
14,44
11,16
0,19
25,13
10,21
16,5
15,37
20,12
10,41
0,10
0,21
0,1
4,2
18,12
0,0
10,34
0,37
0,24
7,10
7,37
20,9
8,8
14,10
2,8
26,4
14,1
11,22
0,11
26,34
0,46
21,6
4,32
2,46
7,36
18,6
4,39
8,11
11,5
13,7
7,3
20,1
0,11
0,14
26,45
20,32
2,46
4,10
13,14
0,26
3,39
0,32
17,31
2,19
0,3
0,21
0,14
23,32
20,4
17,43
7,17
20,6
13,42
10,0
8,45
8,32
26,30
26,18
13,34
3,5
7,36
0,37
15,24
13,18
7,40
6,6
0,12
16,19
0,12
19,23
0,27
18,15
5,4
13,0
0,28
21,15
10,34
0,37
0,39
0,10
20,14
4,9
3,36
16,9
15,30
11,23
2,40
0,15
7,28
5,26
4,22
4,28
14,47
0,0
14,46
21,12
0,39
14,8
0,28
10,14
0,37
0,5
26,28
20,17
26,12
10,28
6,28
14,35
2,11
3,35
10,2
0,0
13,7
0,0
1,33
4,16
6,0
13,5
0,37
0,0
18,22
8,1
13,2
0,25
14,0
14,44
11,17
21,35
1,35
11,44
0,9
8,7
26,4
17,29
8,16
1,14
20,39
19,1
0,14
15,21
21,27
23,16
5,9
6,45
5,5
0,11
16,31
21,16
15,19
8,38
8,6
24,14
8,7
7,21
0,30
0,4
4,41
12,45
1,14
1,7
5,9
4,36
20,21
0,24
19,0
7,13
16,33
3,2
9,31
10,0
0,6
17,33
0,19
10,23
26,5
17,3
2,25
7,0
6,10
16,7
6,4
16,41
14,10
0,0
0,46
0,17
8,25
5,31
15,10
26,4
18,31
17,35
0,32
21,37
19,14
21,34
11,3
10,18
22,29
26,3
0,4
15,17
21,11
10,13
26,9
26,4
8,4
10,23
4,9
0,43
0,16
19,6
19,28
20,11
18,33
7,31
5,43
5,27
19,13
20,15
0,18
19,31
11,20
26,25
19,27
14,1
26,3
5,21
0,17
11,3
12,43
13,34
20,15
0,37
18,12
9,3
14,0
20,22
24,11
20,30
11,36
17,43
8,21
15,34
0,0
21,34
1,0
2,20
13,41
9,9
20,46
7,31
0,41
13,26
20,41
9,5
1,0
15,11
4,4
15,0
25,14
19,32
0,36
13,37
13,20
21,22
13,19
8,40
18,14
19,32
0,36
16,7
21,22
26,13
26,43
0,34
0,37
0,19
19,47
26,10
21,5
0,8
25,31
0,3
0,16
20,0
23,35
0,40
8,34
13,15
11,8
0,0
13,0
25,41
0,11
8,41
26,0
7,40
0,8
19,13
25,23
16,38
19,36
17,32
14,2
14,41
20,44
7,0
5,11
5,11
0,27
2,10
10,44
6,37
0,7
1,35
26,3
21,0
0,19
0,7
0,24
5,39
2,24
0,14
4,23
14,18
2,31
5,0
8,14
26,11
26,0
10,33
17,20
0,2
19,39
14,11
3,16
11,31
13,10
7,32
2,31
17,47
1,6
0,12
13,3
25,33
0,39
19,43
0,24
10,30
14,33
5,12
15,21
12,10
2,45
25,1
10,35
7,9
23,16
14,7
0,47
21,2
3,25
7,39
21,32
19,19
0,17
25,25
26,46
25,30
0,45
7,47
21,25
11,15
11,4
13,35
1,44
4,30
16,3
8,0
10,11
25,31
17,4
5,11
0,42
15,7
7,41
10,1
17,22
8,28
16,0
17,37
9,23
2,0
11,11
0,8
8,27
14,0
19,6
25,11
7,0
4,30
6,1
13,0
0,33
24,30
13,32
20,23
8,35
0,39
25,14
9,32
0,41
20,11
18,15
0,31
16,9
0,11
16,0
8,22
0,16
0,39
18,10
10,40
26,5
4,33
0,44
4,14
0,20
26,21
6,34
13,41
3,15
20,0
14,17
24,0
19,33
8,14
8,13
24,31
0,3
0,4
4,20
0,11
26,9
21,0
17,31
6,38
0,1
0,43
20,0
8,35
0,8
2,21
14,1
0,0
10,45
4,8
18,34
15,25
0,26
10,32
21,14
8,28
9,41
7,0
0,11
7,34
4,0
26,30
21,37
8,46
16,4
1,3
21,3
0,31
0,42
3,9
17,2
10,35
0,45
25,19
5,20
17,47
4,13
7,24
8,11
23,28
15,13
0,24
24,12
10,31
0,39
26,25
3,11
8,39
20,10
0,36
8,35
0,29
0,16
26,32
23,19
0,0
15,0
25,24
23,47
0,41
6,27
0,2
17,24
16,5
11,21
4,33
4,41
8,39
23,11
23,2
5,32
10,10
1,32
11,39
0,13
26,32
20,27
26,23
25,31
0,35
5,45
14,6
0,31
7,24
0,32
7,1
25,0
26,44
14,0
0,45
5,21
26,25
26,28
20,47
0,7
0,43
23,45
0,37
17,6
1,23
5,21
0,4
0,11
23,13
3,29
0,13
24,25
8,19
17,26
10,32
16,41
0,11
5,25
2,16
10,12
11,8
7,27
19,28
20,11
20,0
15,16
5,10
3,35
7,14
0,42
15,0
20,2
1,12
0,22
10,1
17,16
20,18
16,40
18,30
0,33
0,4
0,43
10,11
26,23
8,10
0,25
0,33
14,22
25,40
10,40
21,25
7,40
8,36
6,25
25,27
0,43
5,19
9,0
25,16
26,18
3,33
0,11
17,5
21,1
0,3
25,10
10,43
8,0
2,4
13,31
26,6
20,18
26,6
25,8
19,35
16,31
15,6
6,22
13,5
0,44
11,10
12,19
0,12
10,3
19,6
16,33
4,14
10,0
5,14
18,44
0,39
7,13
0,11
8,38
7,10
13,8
0,1
0,46
13,36
21,25
4,2
13,27
4,13
10,36
19,37
6,39
0,32
11,0
0,40
15,28
7,42
17,5
0,9
10,37
23,0
0,3
8,0
0,6
25,39
26,27
25,11
6,47
19,42
10,37
5,39
0,8
0,45
17,25
3,2
20,44
13,11
7,16
0,40
7,28
11,27
0,47
8,44
18,0
6,36
0,34
23,21
19,36
4,15
2,10
11,42
20,12
1,43
10,24
14,5
13,6
0,39
0,11
25,15
0,25
0,38
10,0
10,28
25,7
15,32
4,27
1,44
19,14
8,27
17,0
5,33
15,13
15,0
14,34
14,24
14,6
0,20
4,8
19,9
13,13
0,0
13,25
15,11
26,33
5,18
16,30
0,23
5,33
4,3
14,44
5,3
26,31
25,42
15,28
0,25
0,16
8,13
3,38
14,9
7,24
0,37
19,25
9,41
5,12
7,20
4,1
26,9
22,11
0,25
10,16
13,31
21,9
2,23
0,30
6,5
0,11
7,28
6,3
26,1
13,16
19,36
25,20
20,13
8,0
2,19
0,34
13,26
26,40
21,47
1,5
0,8
15,35
8,11
25,0
26,11
19,3
7,15
7,30
14,13
2,5
4,37
3,16
1,36
25,25
0,28
21,10
5,12
10,14
5,0
11,21
16,31
10,19
17,41
0,33
25,40
13,18
0,39
15,8
13,40
25,0
25,20
26,14
21,12
20,30
15,7
0,0
0,1
21,38
23,9
1,1
8,30
0,24
7,11
14,25
5,28
21,11
26,44
13,10
0,21
11,28
23,18
8,0
1,0
0,36
0,21
4,3
8,12
21,22
8,35
21,0
7,0
2,6
6,37
0,39
15,23
13,1
5,0
21,45
0,46
5,26
4,34
20,27
20,14
19,13
23,0
0,22
10,21
0,11
20,11
5,0
10,9
7,27
9,20
0,11
0,23
20,40
10,17
2,28
5,11
8,22
0,2
0,11
19,2
24,31
12,7
8,22
4,18
22,13
0,0
5,26
5,2
0,22
25,21
7,2
8,16
19,44
0,28
20,5
6,5
0,18
2,25
4,0
20,13
6,25
26,11
2,10
19,44
0,2
0,9
0,17
14,12
22,32
3,38
0,4
10,27
11,2
0,28
0,13
24,23
8,36
10,4
10,11
17,24
7,40
0,34
15,28
0,44
1,46
8,47
0,1
15,5
25,6
7,19
15,37
5,40
0,10
19,24
15,46
5,44
15,18
13,37
15,35
23,36
21,8
26,31
0,44
21,34
25,21
2,47
1,6
21,33
5,6
19,16
0,1
0,8
0,9
5,36
13,19
17,32
3,29
16,45
17,27
0,0
6,11
0,5
26,13
11,43
0,30
26,19
0,10
19,12
18,35
0,23
0,27
8,20
16,31
20,4
6,31
1,10
25,35
13,0
0,0
13,0
12,0
2,38
5,33
7,2
0,12
10,7
11,0
20,12
0,34
21,0
20,18
14,7
0,47
10,12
4,0
0,8
25,31
0,40
23,10
20,24
7,30
26,2
3,34
4,45
14,9
20,2
4,43
15,18
22,27
0,3
26,12
19,12
0,40
17,4
15,5
26,44
17,22
10,19
26,0
5,4
0,46
14,44
19,16
0,30
12,13
11,46
14,7
7,39
11,32
14,4
4,8
7,26
15,30
26,3
26,37
2,19
1,42
26,7
12,30
24,0
0,43
13,4
26,38
0,28
4,13
26,11
26,43
17,18
13,25
8,47
0,44
20,6
11,31
0,8
8,21
21,41
2,21
20,5
20,1
0,23
2,11
0,0
25,30
5,23
2,11
0,26
21,10
25,20
8,37
20,19
19,32
0,43
4,42
0,31
17,25
15,14
6,35
8,16
8,27
4,0
0,25
1,11
0,14
0,0
23,31
1,23
11,11
15,0
0,39
14,36
0,17
17,10
0,0
25,11
4,11
3,40
17,27
26,7
5,39
13,24
14,8
17,13
13,29
4,33
20,30
0,0
3,15
11,0
5,0
0,30
2,20
0,47
13,24
21,1
0,41
0,32
1,37
1,42
0,3
26,32
1,41
21,25
23,16
1,4
7,23
3,13
19,2
4,18
12,14
5,6
11,35
6,1
26,31
10,6
10,0
19,25
20,1
24,14
23,32
8,14
0,12
14,19
0,11
20,19
21,27
1,15
21,13
21,14
8,21
3,6
17,15
26,27
10,29
20,30
4,32
0,28
1,27
14,10
8,35
11,35
1,45
0,42
11,23
8,37
20,2
21,13
0,2
3,10
7,22
22,0
25,19
5,25
13,22
0,20
21,13
10,19
4,2
0,20
0,37
0,23
13,34
0,10
16,21
11,11
25,21
8,14
7,5
11,40
5,9
21,47
7,7
0,13
21,11
0,34
4,10
10,36
0,28
19,7
20,43
8,23
0,25
21,6
0,12
10,43
17,34
21,0
11,10
6,37
9,35
10,44
6,40
20,19
18,33
19,11
2,36
13,41
17,19
12,1
17,3
14,11
8,8
6,6
13,6
15,9
5,33
11,6
11,37
14,33
8,18
6,33
5,30
4,0
24,41
6,15
5,34
26,31
21,0
17,33
11,41
11,37
0,33
25,42
7,5
5,18
10,27
20,37
0,44
5,36
15,0
7,0
4,40
9,4
17,38
10,31
0,0
25,36
21,18
0,38
17,45
0,31
0,46
0,41
7,14
17,37
8,44
20,35
2,32
0,36
0,12
0,25
23,23
13,44
11,27
13,13
0,0
5,44
0,4
8,14
5,11
23,37
13,41
0,11
13,28
18,43
4,14
20,41
25,41
4,13
0,14
4,25
26,36
1,13
20,18
3,33
19,27
26,32
3,36
22,14
19,43
14,39
8,5
0,11
0,35
26,0
24,18
8,40
1,9
21,32
17,40
14,14
8,11
26,37
11,21
21,40
2,0
5,31
21,36
0,13
16,21
6,17
23,43
16,0
0,9
7,30
5,19
0,12
14,46
11,35
15,30
21,42
0,24
0,0
8,2
5,10
26,8
13,34
13,1
0,31
21,23
1,13
16,36
20,21
20,46
20,24
6,31
26,39
0,31
7,21
17,13
10,34
0,40
4,41
17,22
26,2
20,40
0,35
18,0
6,0
2,14
19,44
1,12
20,45
0,0
17,9
11,23
22,40
15,11
19,6
1,25
22,25
14,14
1,0
14,21
2,18
19,43
0,3
8,3
16,32
2,24
0,10
0,45
13,38
17,0
0,21
1,11
19,25
2,37
0,15
0,0
12,22
21,0
11,45
5,41
19,43
2,44
7,6
7,17
26,12
8,18
4,23
5,2
17,4
0,0
7,8
3,24
0,30
8,8
21,8
10,31
21,36
15,11
3,18
15,5
0,26
10,9
26,45
26,33
0,14
14,10
0,0
25,10
22,24
15,6
1,0
8,25
13,41
14,0
9,9
26,4
7,7
0,44
3,36
7,7
1,8
8,18
15,43
7,16
0,11
7,1
17,12
2,0
0,47
0,9
7,21
0,14
5,0
19,22
10,0
26,44
26,0
17,5
4,1
0,5
5,34
20,36
0,28
0,40
5,14
1,4
8,39
20,4
5,27
4,0
4,38
24,22
0,27
16,11
25,7
10,34
2,8
17,7
6,26
12,27
14,45
3,0
20,47
4,44
10,12
15,7
13,0
10,26
13,6
0,21
2,14
18,12
5,0
0,27
13,11
4,36
10,8
1,38
11,43
17,15
2,1
15,0
22,9
0,42
0,24
0,37
5,14
21,40
5,3
23,45
0,29
0,0
0,33
4,23
4,42
25,39
10,11
0,0
8,36
26,33
16,0
0,32
0,36
10,44
0,31
5,19
5,27
0,15
10,18
25,36
0,18
8,14
21,11
10,22
5,31
25,31
23,29
26,22
15,31
0,0
17,2
0,10
7,0
0,19
0,13
17,0
0,2
7,22
14,21
12,21
0,12
0,25
26,11
4,4
5,33
17,11
0,20
25,29
17,11
11,0
1,24
14,3
1,0
11,42
13,31
7,37
0,3
20,10
26,32
5,15
5,20
0,30
6,26
0,31
0,8
0,47
20,39
8,47
17,39
0,28
0,38
24,16
21,12
13,41
16,9
8,35
20,3
8,37
1,11
0,30
0,3
13,32
4,12
26,41
17,0
14,6
1,11
16,45
26,31
3,5
7,25
23,45
17,15
5,36
8,30
1,7
26,41
1,0
8,30
0,14
22,39
25,25
14,24
1,42
2,31
16,21
8,9
0,32
25,9
19,16
26,44
17,15
21,19
13,41
0,28
25,8
0,23
21,3
17,8
15,2
22,34
6,14
17,47
8,16
5,40
10,2
16,40
20,4
9,23
4,7
26,10
0,0
2,3
0,16
0,14
0,9
20,1
0,40
19,30
11,37
11,23
26,0
26,19
25,31
0,31
11,33
11,42
0,47
0,8
23,14
3,22
0,16
12,19
19,4
14,14
8,11
10,35
0,43
5,32
0,25
6,7
0,32
16,18
0,16
0,0
25,34
0,33
19,6
21,10
9,16
4,18
24,36
26,35
5,27
5,10
22,3
25,36
5,1
7,0
6,0
11,45
0,7
1,7
1,44
0,1
3,0
16,23
0,24
21,1
21,31
19,45
19,7
0,47
14,10
0,11
4,35
2,0
4,37
0,0
20,45
3,8
4,47
26,10
19,28
0,12
15,35
2,3
13,43
16,28
5,27
15,8
4,6
0,1
26,30
0,16
20,39
25,45
0,14
0,46
26,34
4,32
0,6
10,3
3,43
1,2
0,2
0,0
0,14
10,7
1,42
11,2
11,47
12,21
5,14
17,0
5,18
21,34
0,30
15,39
0,27
23,34
0,1
0,45
10,20
4,39
21,47
18,14
0,0
26,23
23,39
26,33
0,22
6,44
5,2
11,16
14,5
10,46
21,6
25,6
21,35
0,31
15,45
26,18
18,36
13,43
22,14
16,2
19,0
7,6
21,0
11,33
0,7
0,0
10,21
11,40
8,6
25,5
0,26
17,5
3,0
26,37
25,3
0,25
20,16
11,43
17,18
24,16
12,0
21,6
3,21
6,37
20,33
21,14
19,47
21,43
0,46
26,37
6,11
14,0
4,32
2,1
5,23
10,7
0,14
10,11
2,18
8,0
25,46
8,32
15,31
4,28
0,18
11,14
23,4
6,4
18,19
2,17
20,29
25,9
26,34
26,25
0,27
19,31
22,24
25,2
21,45
7,34
20,30
5,11
15,47
21,15
0,34
20,18
3,23
0,40
15,20
13,17
11,36
3,0
4,35
0,16
0,16
23,20
3,34
0,0
21,19
7,10
2,41
16,33
8,28
11,45
0,36
4,35
10,19
15,0
4,21
19,33
15,27
17,28
17,0
26,30
5,36
8,44
13,30
9,4
8,35
13,46
6,13
11,45
0,28
10,33
8,34
9,24
15,40
0,29
1,27
11,17
14,46
16,1
5,15
0,23
11,32
19,27
23,3
1,35
20,46
19,0
0,42
0,0
3,22
10,5
3,7
5,3
14,24
14,32
19,45
0,27
0,2
5,19
7,0
8,11
13,41
0,8
20,24
0,38
13,4
0,46
14,16
25,25
3,33
7,23
25,42
0,16
7,43
10,1
25,2
3,21
11,0
26,27
25,45
0,4
16,47
13,25
0,16
21,18
16,43
9,5
0,8
20,45
4,30
11,9
8,3
15,3
0,0
15,43
6,19
8,2
18,1
10,31
26,24
23,34
0,16
26,29
23,44
15,12
0,15
9,0
23,32
5,23
20,11
13,33
0,28
4,3
22,8
26,21
21,23
5,10
19,11
17,2
15,0
0,4
5,0
14,14
11,45
17,28
7,6
15,11
0,0
5,18
2,30
14,44
21,35
0,8
2,34
14,44
21,9
9,0
11,38
10,16
0,38
1,14
26,30
5,21
11,47
17,40
17,29
3,17
23,36
15,37
25,0
8,27
6,33
10,4
4,31
10,25
10,11
8,38
8,29
10,32
5,0
25,7
26,15
26,25
13,31
5,39
9,45
0,21
24,46
19,10
25,1
26,3
20,38
0,5
0,11
8,42
7,42
12,15
21,16
25,0
4,15
4,24
1,0
0,32
21,3
26,35
0,18
4,8
23,31
14,11
5,16
6,15
7,21
15,6
0,11
22,36
4,8
0,24
17,31
7,43
1,32
21,8
14,18
8,6
0,0
0,1
0,47
26,12
10,29
3,23
20,24
0,12
0,45
7,9
19,1
1,46
0,2
20,2
17,0
0,41
0,40
0,8
0,19
12,21
14,32
6,31
0,11
19,35
0,0
1,4
11,6
0,23
1,7
0,38
8,15
12,0
0,0
19,0
20,37
9,32
2,2
26,7
26,21
17,19
4,17
7,23
21,6
1,9
4,7
23,45
20,13
26,16
14,7
19,26
15,36
0,37
8,24
11,41
2,34
19,14
7,16
0,39
5,36
20,22
11,21
26,13
13,18
8,24
5,24
6,25
0,13
23,34
26,0
0,13
0,15
9,10
19,21
8,36
3,43
3,10
0,22
19,16
13,40
0,0
25,8
10,13
0,4
2,24
2,36
25,30
17,8
15,5
0,44
0,35
6,21
0,20
0,0
0,12
5,43
26,37
0,11
4,22
25,37
0,22
4,27
2,36
17,13
14,22
21,28
23,26
2,10
16,11
8,20
0,37
4,23
25,0
5,27
7,0
12,16
11,46
0,4
3,11
17,36
13,33
7,14
10,20
16,2
17,35
7,0
4,12
3,24
7,42
11,8
13,1
18,8
7,33
25,17
26,0
7,25
26,15
3,22
20,5
19,12
26,8
18,44
0,35
0,3
7,30
19,0
0,23
13,34
7,18
4,41
23,11
14,15
2,11
26,42
0,32
10,9
0,33
26,12
19,7
25,21
21,0
0,24
0,43
19,47
25,3
0,37
8,30
26,9
19,40
26,35
19,7
8,33
8,17
0,43
10,47
14,28
12,34
5,8
0,32
7,11
1,36
0,11
12,8
11,41
6,45
0,30
11,11
0,14
4,12
0,23
5,42
7,27
0,7
10,11
21,11
6,14
0,38
6,30
25,3
4,36
0,11
0,20
0,19
8,38
26,27
5,43
14,4
0,8
21,37
0,12
0,9
10,12
4,18
5,32
17,0
4,8
11,17
16,8
0,11
21,8
15,43
11,16
18,23
0,43
7,11
0,2
8,45
19,11
16,22
19,40
2,5
14,36
16,0
25,22
20,32
16,0
24,39
20,1
14,25
24,0
25,30
17,5
0,10
25,33
0,7
10,12
0,1
21,14
20,27
3,41
10,35
8,0
24,27
1,47
0,1
5,36
1,0
0,42
14,10
13,45
5,32
10,38
25,31
21,27
20,11
13,0
0,8
0,20
0,36
20,25
10,40
4,21
0,0
8,22
22,32
17,40
15,11
2,34
26,17
19,14
26,13
0,37
12,34
0,21
11,37
10,10
4,33
7,25
8,2
0,21
4,7
7,0
3,15
2,14
19,11
23,11
11,40
13,26
0,2
0,0
16,41
5,3
26,37
7,7
18,37
0,31
24,13
13,15
17,33
0,31
0,34
21,35
7,21
12,13
8,8
25,28
5,43
17,44
6,11
21,30
5,31
3,0
10,28
0,44
0,44
4,45
5,6
0,11
24,40
26,20
25,3
22,19
5,35
10,2
3,26
26,19
4,18
25,12
0,2
20,0
0,45
8,0
18,45
20,18
20,10
5,6
18,27
15,6
14,11
15,30
0,30
0,5
0,9
22,34
0,35
20,43
1,37
7,32
15,14
0,3
4,27
15,0
9,11
0,14
0,28
26,6
4,1
8,11
4,1
17,6
14,9
19,2
0,15
5,0
20,19
26,0
10,31
10,20
2,26
25,1
16,7
0,46
2,10
19,37
23,11
0,36
0,7
21,19
24,41
1,0
4,33
24,0
10,2
13,0
20,9
26,11
1,25
20,18
4,9
1,35
1,15
11,2
17,7
25,29
1,0
20,32
24,1
26,30
0,45
15,5
9,29
0,14
4,21
21,31
4,3
4,41
0,36
17,45
6,27
4,32
0,31
26,0
0,27
20,15
13,39
2,7
25,16
0,1
19,35
10,0
0,3
0,13
25,38
0,16
0,2
6,3
0,5
2,0
16,0
11,27
21,6
26,0
0,32
6,33
7,40
10,17
0,35
7,30
0,35
0,0
24,0
8,23
11,39
5,14
14,10
0,22
14,30
1,21
4,47
4,44
22,44
9,11
20,6
14,0
20,44
20,5
10,40
0,3
16,47
4,39
8,25
20,34
2,0
4,12
3,3
26,32
25,31
7,2
1,35
14,13
13,45
10,19
10,8
5,21
11,0
21,31
19,40
4,26
7,0
19,13
25,37
4,39
3,13
0,41
0,4
17,14
0,41
20,11
20,45
12,35
14,7
21,14
7,9
0,16
19,9
19,11
14,29
17,37
17,11
0,40
23,8
0,43
0,0
15,47
17,11
16,36
11,10
21,32
0,13
16,8
6,39
19,23
1,41
25,16
0,31
8,0
